EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
466362158,RESTAURANT INDUSTRY HEALTH AND WELFARE TR FUND,T9,Independent,C1000,ProductDev,Co-operative,1,5M-10M,N,1393796,1
466367968,URS DISASTER RELIEF FUND,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
466411195,PLUMBERS LOCAL UNION NO 519 LABOR MANAGEMENT COOPERATION COMMITTEE,T5,Independent,C3000,ProductDev,Trust,1,100000-499999,N,71391,1
466462632,KRISHNA BHAKTI FOUNDATION,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
466526893,RIM COUNTRY CRUISERS CHARITABLE TR,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
466532359,KANSAS BANKERS ASSOCIATION WELFARE BENEFIT FUND,T9,Independent,C1000,ProductDev,Co-operative,1,50M+,N,18663472,0
466536400,GREEN FOREST TR,T9,Independent,C1000,ProductDev,Co-operative,1,5M-10M,N,136112,0
466604828,FINANCIAL NETWORK WELFARE BENEFIT PLAN TR,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,5000,1
466653802,NN RETIREES BENEFIT TR,T9,National,C1000,ProductDev,Co-operative,1,10M-50M,N,42312554,1
466727459,ERIN KAY FLATLEY MEMORIAL FOUNDATION,T3,Independent,C1200,Preservation,Co-operative,1,25000-99999,N,42198,1
466760327,PROJECT U-TURN 180,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
466893524,BC PROPERTY TR,T3,Independent,C1000,Preservation,Co-operative,1,1-9999,N,550441,1
466894266,BF PROPERTY TR,T3,Independent,C1000,Preservation,Co-operative,1,10000-24999,N,3943709,1
466900012,BB PROPERTY TR UA 71013,T3,Independent,C1000,Preservation,Co-operative,1,10000-24999,N,3416765,1
466922735,BIRMINGHAM ISLAMIC SOCIETY WAQF,T3,Independent,C7120,Preservation,Trust,1,25000-99999,N,223801,1
466930493,MACEDONIA CEMETERY TR,T13,Independent,C2000,Preservation,Co-operative,1,0,N,5000,1
466972011,JUNIOR LEAGUE OF ATHENS ENDOWMENT FUND,T3,Independent,C1000,Preservation,Co-operative,1,100000-499999,N,175455,0
467115141,ZACS FRIENDSHIP HOUSE CHARITABLE TR,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,334114,1
467157736,UFCW VACATION TR,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,455263,1
467158567,CHRISTIAN MELIK SHAHNAZARIAN MEMORIAL FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
467170738,STERLING CHARITABLE TR,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
467203876,UNION CEMETERY PERPETUAL CARE TR,T13,Independent,C2000,Preservation,Co-operative,1,1-9999,N,67926,1
467214939,SOUTHERN CALIFORNIA IBEW-NECA SUPPLEMENTAL UNEMPLOYMENT BENEFIT,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,3823543,0
467236114,INTERNATIONAL HARVESTER COLLECTORS CHARITABLE TR,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
467280903,HOPE FUND,T4,Independent,C3000,ProductDev,Co-operative,1,0,N,5000,1
467375970,NATIONAL PRIVATE EDUCATORS AND AFFILIATES ASSOC HEALTH & WELFARE,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,22770,1
467386403,EMERGENCY SERVICE PARTNERS MEDICAL BENEFITS TR,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,1001533,1
467438437,HUMEM STATE FOUNDATION,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
467470544,CAL POLY CORPORATION VEBA TR,T9,Independent,C1000,ProductDev,Co-operative,1,5M-10M,N,23572470,0
470497753,BETHESDA FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,77000643,0
470646706,MERCY HOUSING INC,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,72247998,1
470714886,SERTOMA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
470725026,NATIONAL KITCHEN & BATH ASSOC,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
470829644,TOPIC INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
470834478,INTELLIGENT TRANSPORTATION SOCIETY OF AMERICA ITS AMERICA,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,82076,1
470849914,PILCHUCK LEARNING CENTER,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,3074030,0
470850777,SILICON RO INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
470853653,CRITICAL IMAGES INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
470856352,AMVETS,T19,CompanySponsored,C1000,ProductDev,Association,1,100000-499999,N,97364,0
470856735,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
470856741,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
470856745,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
470860883,CFA SOCIETY OF HOUSTON SCHOLARSHIP FUND,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,129722,0
470862954,UNITED FEDERATION OF DOLL CLUBS INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
470863357,HAWAI I JAPANESE CENTER,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,870293,0
470864016,EL CENTRO AMISTAD,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,28679,1
470865168,WAG-N-TRAIN DOG RESCUE & TRAINING,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,0
470866339,SONS OF ITALY IN AMERICA,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
470867062,CALIFORNIA STATE CHAPER WOMENS COUNCIL OF REALTORS,T6,CompanySponsored,C2000,ProductDev,Association,1,25000-99999,N,32301,1
470867159,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
470867702,MULTI COMMUNITY DIVERSIFIED SERVICES INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
470868890,PACIFIC COAST PREDATORS SOFTBALL,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
470876723,DEPARTMENT OF KANSAS LADIES AUXILIARY TO THE VFW OF THE US INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
470877182,HEALTH CARE SERVICES FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,4304713,0
470877829,TEXAS STATE TEACHERS ASSOCIATION,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
470878794,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
470883024,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
470883177,TEXAS MASTER GARDENER ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
470883605,KESHET OF THE ROCKIES,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,120822,0
470884527,CHRIS HAMMOND YOUTH FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,254388,1
470885796,TUCSON POLICE COMMANDERS,T5,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
470887559,SLOW FOOD USA INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
470887713,WTTC INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
470891227,EXECUTIVE WOMENS GOLF ASSOCIATION INC,T6,CompanySponsored,C1000,ProductDev,Trust,1,25000-99999,N,45311,1
470894359,MDW KIDS,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
470897014,IVAN & SAM FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470902541,EXPERIMENTAL AIRCRAFT ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470902777,COMMUNITY OF MENTON EMPOWERD TOGETHER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470909107,97TH PENNSYLVANIA VOLUNTEER INSANTRY COMPANY A,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
470912856,WEST VALLEY VOULENTEER FIRE FIGHTERS ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
470914026,FREEWHEEL INTERNATIONAL MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
470915579,INTERNATIONAL ASSOCIATION OF LIONS CLUB,T4,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,5000,0
470916068,HEALTHY LIFESTARS,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,200911,0
470920346,GLIVYN,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
470922820,AMERICAN IRIS SOCIETY,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
470925750,SUPPORT & ENTREPRENEURIAL CENTER INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
470926988,K V MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
470927174,COLUSA COUNTY DREAMS & WISHES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470928675,SILVER BUFFALO,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,58784,1
470932393,SLOW FOOD USA INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
470932953,SOUTHERN ARIZONA NETWORK FOR DOWN SYNDROME,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,151370,1
470933424,COLORADO PARKINSON FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,88933,1
470933506,CLIPPED WINGS UNITED AIR LINES STEWARDESS ALUMNAE & FLIGHT ATTEND,T3,CompanySponsored,C1000,Preservation,Co-operative,1,0,N,5000,0
470936802,PEARLAND LADY OILER GOLF BOOSTER CLUB,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
470942342,PAWS FOR LIFE ANIMAL LEAGUE,T3,Independent,C1240,Preservation,Trust,1,100000-499999,N,99176,0
470943312,RCI INC,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
470948628,LITERACY LEADERSHIP TECHNOLOGY ACADEMY,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,977716,0
470950126,MOSOP USA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
470950453,ARTS OF SOUTH FLORIDA INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5000,1
470950816,SIGNAL MOUNTAIN MIDDLE-HIGH SCHOOL SPORTS BOOSTER CLUB,T3,Independent,C1000,Preservation,Association,1,100000-499999,N,74969,0
470951885,MAKE IT UP AS WE GO PRODUCTIONS INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,39363,1
470951984,TRIPLE THREAT INC,T3,National,C1000,Preservation,Trust,1,0,N,5000,1
470953568,NATIONAL COUNCIL OF NEGRO WOMEN INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
470955755,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
470955798,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY DEPARTMENT,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
470957875,INTERNATIONAL ASSOCIATION OF JEWISH GENEALOGICAL SOCIETIES INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
470958718,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
470961440,FAMILIES ASPIRING IN TRUTH AND HOLINESS CATHOLIC HOME EDUCATION C,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470964242,SHAFTER SUMMER CHILDRENS THEATER,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
470965946,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
470968138,OLD CITY,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
470971188,JAMESTOWNE SOCIETY,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
470972110,NORTH AMERICAN ASSET AND LIABILITY MANAGEMENT ASSOCIATION,T6,Independent,C2000,ProductDev,Association,1,0,N,5000,1
470973322,MARTINEZ CHILDRENS ACADEMY,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,22582,1
470973687,PATHWAYS ADULT LEARNING CENTER INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,203231,1
470975034,INTERNATIONAL MOUNTAIN BICYCLING ASSOCIATION - COLORADO,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
470976234,ASPEN HIGHER LEARNING FLIGHT ACADEMY INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,304838,1
470976964,CALIFORNIA HIGHWAY PATROL EXPLORER PROGRAM,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
470977917,UTAH NEWSPAPER PROJECT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
470979746,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
470980513,HAZEL GREEN ELEMENTARY PARENT-TEACHER ORGANIZATION,T3,Independent,C2380,Preservation,Association,1,0,N,5000,0
470985271,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
470988312,ALABAMA EDGE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
470991751,MUSIC TO THE EARS FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470991778,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
470992764,KELSEY B DIAMANTIS TS SCHOLARSHIP FAMILY FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
470994909,WORLD HELPING HANDS FOUNDATION INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471000085,SIGMA PHI LAMBDA INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
471001990,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471002819,TULSA RV RANCH MINISTRIES INC,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
471003107,SHARYLAND HEALTH FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,42054,1
471003316,BUDDHAS LIGHT INTERNATIONAL ASSOCIATION - AUSTIN,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471004756,RAM BASKETBALL,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,43552,1
471006059,ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
471012171,RENEWABLE ENERGY CHOICE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471012586,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471012878,SAN ANTONIO-GLOBAL BUSINESS TRAVEL ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
471014152,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
471014381,DAMAGE PREVENTION COUNCIL OF TEXAS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
471015808,NSBE PORTLAND PROFESSIONALS,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471016659,BABYWEARING INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
471019028,TCATS LLC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
471021251,HYATTVILLE VOLUNTEER FIRE DEPARTMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471023480,DAMAGE PREVENTION COUNCIL OF TEXAS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
471024322,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,5414,0
471025639,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471027485,ONE FOR THE ROAD INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471029404,A CHANCE TO SHINE INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
471030796,COWRY CULTURAL FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471032298,GIFTED MINDS GROUP HOME,T3,Independent,C1400,Preservation,Trust,1,0,N,5000,1
471032593,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
471032688,KEN TAYLOR MINISTRIES INC,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,5293,1
471034281,DAMAGE PREVENTION COUNCIL OF TEXAS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
471037267,NORTH AMERICAN DESERTS RESEARCH CENTER,T3,Independent,C2800,Preservation,Trust,1,0,N,5000,1
471041547,GOD OF GRACE INTERNATIONAL,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,1
471042790,STARS UNITED FUTEBOL CLUB,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,56433,1
471045565,ALI I BEACH OHANA INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
471045975,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471046204,BEAUTIFUL OPTIMISTIC SOPHISTICATED SISTAS INC,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
471047284,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471049259,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471049379,NO LIMIT HEALTH AND FITNESS,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471049388,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471050376,ADVOCATES AGAINST DOMESTIC VIOLENCE IN THE AFRICAN AMERICAN COMMUNITY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471050574,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471050708,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471051332,HARPETH FOOTBALL BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,7824,1
471054036,WALRUS ADVOCATES OF ROUND ISLAND SANCTUARY,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
471056055,ORGANIZATION OF IRANIAN AMERICAN COMMUNITIES INC,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,5000,1
471057408,GOSWAMI EDUCATION,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,32217,1
471061478,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471062275,LAMBDA THETA ALPHA,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
471066266,EAGLE RIDGE MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471066621,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471067770,THRIVE DANCE MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471068255,HELPING HEARTS TRANSITIONAL LIVING COMMUNTIES OF NEW MEXICO,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471068866,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471070153,COMMUNITY GROWTH ALLIANCE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471071857,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,102185,0
471071887,GUIDING FORCE OF ATLANTA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471074082,COUNCIL FOR PROGRAMS IN TECHNICAL AND SCIENTIFIC COMMUNICATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471079477,HANNAS GRACE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471082755,DAMAGE PREVENTION COUNCIL OF TEXAS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
471083957,GRACIE B SCOTT-TARVER FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471086673,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471088266,CULTURAL RESEARCH SOLUTIONS FOR DEVELOPMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471094328,DESOTO GRACE INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,38105,1
471095320,DAUGHTERS OF ESTHER FELLOWSHIP INTERNATIONAL MINISTRIES INC,T3,CompanySponsored,C7100,Preservation,Trust,1,0,N,5000,1
471096877,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471100562,FRIENDS OF CALABASH INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,116187,0
471101232,INDIGO COMMUNITY OF CARE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
471106725,BRDG INC - BRIDGE RESCUE FOR DOGS INC,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,0
471107163,HOUSE OF PRAYER & LOVE,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,0
471107265,FLUTE NEW MUSIC CONSORTIUM INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
471108395,WASHINGTON FARMERS & RANCHERS,T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,130383,0
471108538,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,12174,0
471114244,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
471114943,WASHINGTON STATE UNIVERSITY 4-H CLUBS & AFFILIATED 4-H ORGANIZATIO,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
471115060,HAWAII SOCCER ACADEMY,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,15166,0
471115528,PREMIER SOCCER SAN ANTONIO,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,24488,1
471116919,NATIONAL PERSONHOOD ALLIANCE EDUCATIONAL TRUST FUND,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471119314,WEIRD SEX ED INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471122808,LAMBDA THETA ALPHA,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
471131214,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471132512,LOVE INC OF THE WALLA WALLA VALLEY,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
471133159,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471133351,WORLDWIDE BREAST CANCER,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,54130,1
471135817,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
471135925,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,8481,0
471138228,HAPPY JACKS INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,77718,1
471138476,JAMESTOWN SOCIETY,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
471140568,ORANGE COUNTY GREAT PUBLIC SCHOOLS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471141112,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
471141290,NOT A DRY EYE FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471143695,SPORTS BUSINESS & LEADERSHIP ASSOCIATION INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
471144887,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
471145991,CHRIST COMMISSION CHAPEL,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471146615,PRASHANTHI NILAYAM,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,118047,1
471147387,WOMEN IN AVIATION INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
471147554,BABYWEARING INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
471149337,SUSTAINABLE ACTION FUND FOR THE ENVIRONMENT,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,5000,1
471149445,TUCSON AREA MARINE MOMS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471149629,BIDERMANS PRACTICES OF SUCCESS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471149829,ARIZONA FIELD HOCKEY FEDERATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471150434,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
471151622,PACIFIC NORTHWEST CHAPTER AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOL,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
471151727,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471151844,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471152901,PARTNERS ADVANCING CHARACTER EDUCATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471154157,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471155981,PAUL J MCGRADY SR FOUNDATION INC,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
471156120,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471157169,MAXTON S FIGHT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471159396,NATIONAL URBAN HOUSING & ECONOMIC COMMUNITY DEVELOPMENT CORPORATION,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,784525,1
471160397,MARINE CORPS LEAGUE,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,1
471162423,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471163826,DAMAGE PREVENTION COUNCIL OF TEXAS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
471165843,EXPRESS YOUTH ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471165966,COMMUNITY HEALTH,T3,Independent,C1280,Preservation,Trust,1,0,N,5000,0
471171503,BEE SEARCH INC,T3,Independent,C2800,Preservation,Trust,1,1-9999,N,5000,0
471175524,BERKELEY HIGH SCHOOL ALUMNI GROUP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471177469,BABYWEARING INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
